k method num_movies num_users base test MAE RMSE Recall time matched_only
10 3 3952 6040 u3.base u3.test 0.800994 1.01339 0.999845 201.499 1
20 3 3952 6040 u3.base u3.test 0.78182 0.989378 0.999845 195.117 1
20 3 3952 6040 u3.base u3.test 0.78182 0.989378 0.999845 196.297 1
20 3 3952 6040 u3.base u3.test 0.78182 0.989378 0.999845 197.345 1
5 0 3952 6040 u4.base u4.test 0.837868 1.06125 0.999875 194.017 1
5 0 3952 6040 u4.base u4.test 0.837868 1.06125 0.999875 195.162 1
5 0 3952 6040 u4.base u4.test 0.837868 1.06125 0.999875 196.521 1
10 0 3952 6040 u4.base u4.test 0.800734 1.01234 0.999875 197.621 1
10 0 3952 6040 u4.base u4.test 0.800734 1.01234 0.999875 197.708 1
10 0 3952 6040 u4.base u4.test 0.800734 1.01234 0.999875 198.254 1
20 0 3952 6040 u4.base u4.test 0.781097 0.98826 0.999875 196.982 1
20 0 3952 6040 u4.base u4.test 0.781097 0.98826 0.999875 197.901 1
20 0 3952 6040 u4.base u4.test 0.781097 0.98826 0.999875 197.936 1
5 1 3952 6040 u4.base u4.test 0.843215 1.06661 0.999875 197.208 1
5 1 3952 6040 u4.base u4.test 0.843215 1.06661 0.999875 197.451 1
5 1 3952 6040 u4.base u4.test 0.843215 1.06661 0.999875 198.611 1
10 1 3952 6040 u4.base u4.test 0.807213 1.01774 0.999875 199.993 1
10 1 3952 6040 u4.base u4.test 0.807213 1.01774 0.999875 200.178 1
10 1 3952 6040 u4.base u4.test 0.807213 1.01774 0.999875 200.250 1
20 1 3952 6040 u4.base u4.test 0.787446 0.992452 0.999875 195.752 1
20 1 3952 6040 u4.base u4.test 0.787446 0.992452 0.999875 196.142 1
20 1 3952 6040 u4.base u4.test 0.787446 0.992452 0.999875 196.326 1
5 2 3952 6040 u4.base u4.test 0.834541 1.05639 0.999875 195.044 1
5 2 3952 6040 u4.base u4.test 0.834541 1.05639 0.999875 195.731 1
5 2 3952 6040 u4.base u4.test 0.834541 1.05639 0.999875 196.232 1
10 2 3952 6040 u4.base u4.test 0.798885 1.00791 0.999875 195.401 1
10 2 3952 6040 u4.base u4.test 0.798885 1.00791 0.999875 195.415 1
10 2 3952 6040 u4.base u4.test 0.798885 1.00791 0.999875 196.017 1
20 2 3952 6040 u4.base u4.test 0.779746 0.983551 0.999875 195.069 1
20 2 3952 6040 u4.base u4.test 0.779746 0.983551 0.999875 195.328 1
20 2 3952 6040 u4.base u4.test 0.779746 0.983551 0.999875 197.053 1
5 3 3952 6040 u4.base u4.test 0.839299 1.06288 0.999875 193.941 1
5 3 3952 6040 u4.base u4.test 0.839299 1.06288 0.999875 194.666 1
5 3 3952 6040 u4.base u4.test 0.839299 1.06288 0.999875 194.855 1
10 3 3952 6040 u4.base u4.test 0.801357 1.01294 0.999875 193.303 1
10 3 3952 6040 u4.base u4.test 0.801357 1.01294 0.999875 194.039 1
10 3 3952 6040 u4.base u4.test 0.801357 1.01294 0.999875 195.428 1
20 3 3952 6040 u4.base u4.test 0.78122 0.988334 0.999875 203.085 1
20 3 3952 6040 u4.base u4.test 0.78122 0.988334 0.999875 203.170 1
20 3 3952 6040 u4.base u4.test 0.78122 0.988334 0.999875 203.841 1
5 0 3952 6040 u5.base u5.test 0.837559 1.06165 0.999845 201.411 1
5 0 3952 6040 u5.base u5.test 0.837559 1.06165 0.999845 201.958 1
5 0 3952 6040 u5.base u5.test 0.837559 1.06165 0.999845 202.120 1
10 0 3952 6040 u5.base u5.test 0.801019 1.01282 0.999845 194.403 1
10 0 3952 6040 u5.base u5.test 0.801019 1.01282 0.999845 194.770 1
10 0 3952 6040 u5.base u5.test 0.801019 1.01282 0.999845 195.193 1
20 0 3952 6040 u5.base u5.test 0.780338 0.987966 0.999845 200.347 1
20 0 3952 6040 u5.base u5.test 0.780338 0.987966 0.999845 201.358 1
20 0 3952 6040 u5.base u5.test 0.780338 0.987966 0.999845 201.691 1
5 1 3952 6040 u5.base u5.test 0.842195 1.06562 0.999845 193.987 1
5 1 3952 6040 u5.base u5.test 0.842195 1.06562 0.999845 194.411 1
5 1 3952 6040 u5.base u5.test 0.842195 1.06562 0.999845 196.407 1
10 1 3952 6040 u5.base u5.test 0.80529 1.0154 0.999845 204.530 1
10 1 3952 6040 u5.base u5.test 0.80529 1.0154 0.999845 204.539 1
10 1 3952 6040 u5.base u5.test 0.80529 1.0154 0.999845 204.574 1
20 1 3952 6040 u5.base u5.test 0.785939 0.991325 0.999845 197.675 1
20 1 3952 6040 u5.base u5.test 0.785939 0.991325 0.999845 197.678 1
20 1 3952 6040 u5.base u5.test 0.785939 0.991325 0.999845 198.693 1
5 2 3952 6040 u5.base u5.test 0.833495 1.05565 0.999845 199.204 1
5 2 3952 6040 u5.base u5.test 0.833495 1.05565 0.999845 200.193 1
5 2 3952 6040 u5.base u5.test 0.833495 1.05565 0.999845 200.720 1
10 2 3952 6040 u5.base u5.test 0.797591 1.00659 0.999845 201.438 1
10 2 3952 6040 u5.base u5.test 0.797591 1.00659 0.999845 201.568 1
10 2 3952 6040 u5.base u5.test 0.797591 1.00659 0.999845 201.569 1
20 2 3952 6040 u5.base u5.test 0.778243 0.982198 0.999845 196.768 1
20 2 3952 6040 u5.base u5.test 0.778243 0.982198 0.999845 197.001 1
20 2 3952 6040 u5.base u5.test 0.778243 0.982198 0.999845 198.591 1
5 3 3952 6040 u5.base u5.test 0.837262 1.06144 0.999845 197.444 1
5 3 3952 6040 u5.base u5.test 0.837262 1.06144 0.999845 198.015 1
5 3 3952 6040 u5.base u5.test 0.837262 1.06144 0.999845 198.399 1
10 3 3952 6040 u5.base u5.test 0.80055 1.01244 0.999845 194.075 1
10 3 3952 6040 u5.base u5.test 0.80055 1.01244 0.999845 194.423 1
10 3 3952 6040 u5.base u5.test 0.80055 1.01244 0.999845 194.460 1
20 3 3952 6040 u5.base u5.test 0.780329 0.987926 0.999845 198.095 1
20 3 3952 6040 u5.base u5.test 0.780329 0.987926 0.999845 198.371 1
20 3 3952 6040 u5.base u5.test 0.780329 0.987926 0.999845 199.759 1
